,phrase,funny count,percent funny
2653,do not give,114,0.926829268292683
2654,woman and a,76,0.926829268292683
2655,it before it,38,0.926829268292683
2656,would be so,38,0.926829268292683
2657,im not the,38,0.926829268292683
2658,so when i,38,0.926829268292683
2659,and saw a,38,0.926829268292683
2660,the special olympics,38,0.926829268292683
2661,got ta be,38,0.926829268292683
2662,do for a,38,0.926829268292683
2663,why i was,38,0.926829268292683
2664,where is the,139,0.9266666666666666
2665,i guess i,126,0.9264705882352942
2666,fall in love,63,0.9264705882352942
2667,me when i,113,0.9262295081967213
2668,because she is,125,0.9259259259259259
2669,you it is,75,0.9259259259259259
2670,in the is,50,0.9259259259259259
2671,the twin towers,50,0.9259259259259259
2672,not come out,50,0.9259259259259259
2673,goes to the,186,0.9253731343283582
2674,do not use,62,0.9253731343283582
2675,can not stand,99,0.9252336448598131
2676,that is it,74,0.925
2677,give it to,74,0.925
2678,i put on,37,0.925
2679,make you a,37,0.925
2680,you are thinking,37,0.925
2681,you know there,37,0.925
2682,i got an,37,0.925
2683,wait for it,37,0.925
2684,needless to say,37,0.925
2685,telling me to,37,0.925
2686,im on the,37,0.925
2687,tell you what,37,0.925
2688,they get a,37,0.925
2689,me it is,172,0.9247311827956989
2690,the easiest way,49,0.9245283018867925
2691,easiest way to,49,0.9245283018867925
2692,i took my,49,0.9245283018867925
2693,mad cow disease,49,0.9245283018867925
2694,according to my,49,0.9245283018867925
2695,is the best,783,0.9244391971664699
2696,is when i,61,0.9242424242424242
2697,to eat the,61,0.9242424242424242
2698,i will tell,97,0.9238095238095239
2699,in a bar,96,0.9230769230769231
2700,talk to me,72,0.9230769230769231
2701,between you and,48,0.9230769230769231
2702,want to buy,48,0.9230769230769231
2703,how much do,48,0.9230769230769231
2704,because you have,48,0.9230769230769231
2705,i was an,36,0.9230769230769231
2706,a it is,36,0.9230769230769231
2707,the bar and,36,0.9230769230769231
2708,or i will,36,0.9230769230769231
2709,know i do,36,0.9230769230769231
2710,i just could,36,0.9230769230769231
2711,a prostitute and,36,0.9230769230769231
2712,girl at the,36,0.9230769230769231
2713,in my pocket,36,0.9230769230769231
2714,i asked for,36,0.9230769230769231
2715,do you feel,36,0.9230769230769231
2716,last night but,36,0.9230769230769231
2717,is all the,36,0.9230769230769231
2718,you at the,36,0.9230769230769231
2719,we are gon,36,0.9230769230769231
2720,a vacuum cleaner,36,0.9230769230769231
2721,such a bad,36,0.9230769230769231
2722,call it a,95,0.9223300970873787
2723,because they do,154,0.9221556886227545
2724,to me i,71,0.922077922077922
2725,on his head,71,0.922077922077922
2726,i was going,366,0.9219143576826196
2727,used to think,59,0.921875
2728,i would probably,59,0.921875
2729,you think it,59,0.921875
2730,where are you,59,0.921875
2731,let me know,59,0.921875
2732,is better than,165,0.9217877094972067
2733,going to tell,94,0.9215686274509803
2734,talk to you,47,0.9215686274509803
2735,my first time,47,0.9215686274509803
2736,up and in,47,0.9215686274509803
2737,if you see,82,0.9213483146067416
2738,and a black,82,0.9213483146067416
2739,had sex with,117,0.9212598425196851
2740,just could not,70,0.9210526315789473
2741,be with you,35,0.9210526315789473
2742,to me by,35,0.9210526315789473
2743,in the mud,35,0.9210526315789473
2744,with only one,35,0.9210526315789473
2745,just need to,35,0.9210526315789473
2746,do not do,150,0.9202453987730062
2747,like you are,92,0.92
2748,is wrong with,92,0.92
2749,i guess it,92,0.92
2750,to get my,69,0.92
2751,if you need,46,0.92
2752,like to go,46,0.92
2753,give her a,46,0.92
2754,in the forest,46,0.92
2755,i decided to,149,0.9197530864197531
2756,is like to,57,0.9193548387096774
2757,at first but,57,0.9193548387096774
2758,said that is,91,0.9191919191919192
2759,is why i,125,0.9191176470588235
2760,she told me,102,0.918918918918919
2761,at the bar,113,0.9186991869918699
2762,it it is,113,0.9186991869918699
2763,i go to,124,0.9185185185185185
2764,not talk to,45,0.9183673469387755
2765,can not come,45,0.9183673469387755
2766,a strip club,45,0.9183673469387755
2767,the guy with,45,0.9183673469387755
2768,around the house,45,0.9183673469387755
2769,are full of,45,0.9183673469387755
2770,in your car,45,0.9183673469387755
2771,do not like,505,0.9181818181818182
2772,they are making,56,0.9180327868852459
2773,and told me,56,0.9180327868852459
2774,someone else is,67,0.9178082191780822
2775,a woman is,267,0.9175257731958762
2776,last night and,100,0.9174311926605505
2777,the best thing,243,0.9169811320754717
2778,oh my god,121,0.9166666666666666
2779,what they say,110,0.9166666666666666
2780,out the window,99,0.9166666666666666
2781,you are just,99,0.9166666666666666
2782,know what he,88,0.9166666666666666
2783,but i could,88,0.9166666666666666
2784,i am so,66,0.9166666666666666
2785,do when they,66,0.9166666666666666
2786,because i would,55,0.9166666666666666
2787,me in a,55,0.9166666666666666
2788,my life is,55,0.9166666666666666
2789,a movie about,44,0.9166666666666666
2790,know when to,44,0.9166666666666666
2791,to a party,44,0.9166666666666666
2792,because of all,44,0.9166666666666666
2793,think i am,44,0.9166666666666666
2794,i said it,44,0.9166666666666666
2795,when i told,44,0.9166666666666666
2796,what are the,175,0.9162303664921466
2797,in the woods,120,0.916030534351145
2798,you have not,109,0.9159663865546218
2799,i see a,98,0.9158878504672897
2800,he got a,76,0.9156626506024096
2801,a bottle of,130,0.9154929577464789
2802,would it be,65,0.9154929577464789
2803,i had an,65,0.9154929577464789
2804,do not ask,65,0.9154929577464789
2805,i can not,1624,0.915445321307779
2806,i had a,616,0.9153046062407132
2807,is on her,54,0.9152542372881356
2808,best place to,54,0.9152542372881356
2809,when i get,86,0.9148936170212766
2810,you see a,86,0.9148936170212766
2811,my son is,86,0.9148936170212766
2812,me how to,43,0.9148936170212766
2813,i have already,43,0.9148936170212766
2814,a black woman,43,0.9148936170212766
2815,went for a,43,0.9148936170212766
2816,you believe in,43,0.9148936170212766
2817,can not change,85,0.9139784946236559
2818,say i have,53,0.9137931034482759
2819,because he wanted,53,0.9137931034482759
2820,let it go,53,0.9137931034482759
2821,he is never,53,0.9137931034482759
2822,if i was,221,0.9132231404958677
2823,me and my,105,0.9130434782608695
2824,i wanted a,42,0.9130434782608695
2825,the bathroom and,42,0.9130434782608695
2826,if i want,42,0.9130434782608695
2827,you have any,94,0.912621359223301
2828,how does the,73,0.9125
2829,me because i,73,0.9125
2830,would you do,52,0.9122807017543859
2831,the hardest thing,52,0.9122807017543859
2832,there are two,197,0.9120370370370371
2833,a book on,93,0.9117647058823529
2834,you want a,62,0.9117647058823529
2835,in a tree,62,0.9117647058823529
2836,im not saying,103,0.911504424778761
2837,the second one,72,0.9113924050632911
2838,you are getting,72,0.9113924050632911
2839,is called the,72,0.9113924050632911
2840,not like it,113,0.9112903225806451
2841,it that is,41,0.9111111111111111
2842,and all i,41,0.9111111111111111
2843,me at the,41,0.9111111111111111
2844,last week i,41,0.9111111111111111
2845,but i got,41,0.9111111111111111
2846,went to see,51,0.9107142857142857
2847,i love my,51,0.9107142857142857
2848,you are still,51,0.9107142857142857
2849,let me tell,51,0.9107142857142857
2850,the road to,275,0.9105960264900662
2851,to see you,61,0.9104477611940298
2852,can not find,142,0.9102564102564102
2853,a man was,81,0.9101123595505618
2854,because they are,674,0.9095816464237517
2855,but i can,160,0.9090909090909091
2856,because i have,120,0.9090909090909091
2857,a glass of,120,0.9090909090909091
2858,is like the,90,0.9090909090909091
2859,on the couch,70,0.9090909090909091
2860,you wake up,50,0.9090909090909091
2861,i gave him,50,0.9090909090909091
2862,they say that,50,0.9090909090909091
2863,not figure out,50,0.9090909090909091
2864,me not to,40,0.9090909090909091
2865,am not a,40,0.9090909090909091
2866,i find it,40,0.9090909090909091
2867,on her face,40,0.9090909090909091
2868,had to put,40,0.9090909090909091
2869,too much on,40,0.9090909090909091
2870,need to talk,40,0.9090909090909091
2871,not even know,89,0.9081632653061225
2872,think of a,79,0.9080459770114943
2873,yes it is,69,0.9078947368421053
2874,when she is,69,0.9078947368421053
2875,do not get,433,0.9077568134171907
2876,you should be,49,0.9074074074074074
2877,now i know,49,0.9074074074074074
2878,one of your,49,0.9074074074074074
2879,you did not,186,0.9073170731707317
2880,a hole in,127,0.9071428571428571
2881,i know it,117,0.9069767441860465
2882,it it was,39,0.9069767441860465
2883,i can make,39,0.9069767441860465
2884,when i say,39,0.9069767441860465
2885,once you have,39,0.9069767441860465
2886,found out that,68,0.9066666666666666
2887,do not be,184,0.9064039408866995
2888,a man with,213,0.9063829787234042
2889,to the bar,58,0.90625
2890,no one ever,58,0.90625
2891,to a woman,58,0.90625
2892,guy who is,58,0.90625
2893,me with a,48,0.9056603773584906
2894,you had a,48,0.9056603773584906
2895,a serial killer,48,0.9056603773584906
2896,i tell them,48,0.9056603773584906
2897,in the kitchen,115,0.905511811023622
2898,sitting on a,105,0.9051724137931034
2899,could not find,143,0.9050632911392406
2900,you are the,190,0.9047619047619048
2901,know what i,114,0.9047619047619048
2902,you are on,95,0.9047619047619048
2903,how much is,38,0.9047619047619048
2904,have always wanted,38,0.9047619047619048
2905,is the longest,38,0.9047619047619048
2906,the road a,38,0.9047619047619048
2907,for a day,142,0.9044585987261147
2908,let is go,85,0.9042553191489362
2909,will never forget,66,0.9041095890410958
2910,is not it,113,0.904
2911,of them would,47,0.9038461538461539
2912,pretending to be,47,0.9038461538461539
2913,me tell you,47,0.9038461538461539
2914,you are at,75,0.9036144578313253
2915,feel like a,75,0.9036144578313253
2916,not find the,75,0.9036144578313253
2917,i will take,112,0.9032258064516129
2918,you can say,56,0.9032258064516129
2919,the inventor of,65,0.9027777777777778
2920,not know why,167,0.9027027027027027
2921,does not work,148,0.9024390243902439
2922,as an adult,74,0.9024390243902439
2923,have a baby,37,0.9024390243902439
2924,going to need,37,0.9024390243902439
2925,me that he,37,0.9024390243902439
2926,is in my,37,0.9024390243902439
2927,he says i,37,0.9024390243902439
2928,you and i,37,0.9024390243902439
2929,because he can,37,0.9024390243902439
2930,not know you,37,0.9024390243902439
2931,the doctor and,37,0.9024390243902439
2932,guy who was,37,0.9024390243902439
2933,front of me,83,0.9021739130434783
2934,not believe in,92,0.9019607843137255
2935,not help but,46,0.9019607843137255
2936,because if you,46,0.9019607843137255
2937,do not call,46,0.9019607843137255
2938,me it was,55,0.9016393442622951
2939,let is get,55,0.9016393442622951
2940,i think i,384,0.9014084507042254
2941,told me that,192,0.9014084507042254
2942,was talking to,64,0.9014084507042254
2943,in a wheelchair,73,0.9012345679012346
2944,said do not,82,0.9010989010989011
2945,how many times,82,0.9010989010989011
2946,do not even,191,0.9009433962264151
2947,told me he,109,0.9008264462809917
2948,when you are,515,0.9003496503496503
2949,i need to,297,0.9
2950,i love you,180,0.9
2951,out of your,117,0.9
2952,sitting in a,90,0.9
2953,job at the,81,0.9
2954,say you are,81,0.9
2955,on the inside,72,0.9
2956,you were a,72,0.9
2957,out of bed,63,0.9
2958,is just like,63,0.9
2959,so i do,63,0.9
2960,when you were,54,0.9
2961,but now i,54,0.9
2962,the best time,54,0.9
2963,night it was,45,0.9
2964,to the beach,45,0.9
2965,me this is,45,0.9
2966,than the other,45,0.9
2967,because i want,45,0.9
2968,up in my,36,0.9
2969,this one is,36,0.9
2970,i have my,36,0.9
2971,in your area,36,0.9
2972,for the man,36,0.9
2973,you in a,36,0.9
2974,with one hand,36,0.9
2975,fell off the,36,0.9
2976,i take my,36,0.9
2977,i just wanted,36,0.9
2978,in the mail,36,0.9
2979,on my way,36,0.9
2980,will make you,36,0.9
2981,know how to,323,0.8997214484679665
2982,want me to,80,0.898876404494382
2983,to have sex,151,0.8988095238095238
2984,was a real,62,0.8985507246376812
2985,someone who is,106,0.8983050847457628
2986,what are your,53,0.8983050847457628
2987,like i have,53,0.8983050847457628
2988,but it takes,53,0.8983050847457628
2989,it up and,53,0.8983050847457628
2990,i have got,406,0.8982300884955752
2991,are on a,88,0.8979591836734694
2992,that you do,44,0.8979591836734694
2993,out of nowhere,44,0.8979591836734694
2994,to make my,44,0.8979591836734694
2995,on a bicycle,44,0.8979591836734694
2996,talking to a,44,0.8979591836734694
2997,hang out with,44,0.8979591836734694
2998,and you do,44,0.8979591836734694
2999,i could never,44,0.8979591836734694
3000,said to the,79,0.8977272727272727
3001,what does it,70,0.8974358974358975
3002,me for my,35,0.8974358974358975
3003,is like an,35,0.8974358974358975
3004,go on a,61,0.8970588235294118
3005,they will tell,61,0.8970588235294118
3006,do not trust,61,0.8970588235294118
3007,it to me,87,0.8969072164948454
3008,look at me,52,0.896551724137931
3009,you take a,52,0.896551724137931
3010,a date with,52,0.896551724137931
3011,because i am,69,0.8961038961038961
3012,i will go,69,0.8961038961038961
3013,me to get,69,0.8961038961038961
3014,and full of,43,0.8958333333333334
3015,get a new,43,0.8958333333333334
3016,they are too,43,0.8958333333333334
3017,into a fight,43,0.8958333333333334
3018,i could not,403,0.8955555555555555
3019,and he will,180,0.8955223880597015
3020,did not like,136,0.8947368421052632
3021,to tell me,102,0.8947368421052632
3022,on the outside,102,0.8947368421052632
3023,the front page,51,0.8947368421052632
3024,you do it,51,0.8947368421052632
3025,some people are,51,0.8947368421052632
3026,can not see,135,0.8940397350993378
3027,it is because,135,0.8940397350993378
3028,can not wait,118,0.8939393939393939
3029,it is your,59,0.8939393939393939
3030,to the store,59,0.8939393939393939
3031,do not go,84,0.8936170212765957
3032,on it is,42,0.8936170212765957
3033,have so many,42,0.8936170212765957
3034,comes out of,42,0.8936170212765957
3035,will be called,42,0.8936170212765957
3036,to change it,42,0.8936170212765957
3037,can not buy,42,0.8936170212765957
3038,and she will,42,0.8936170212765957
3039,is it that,67,0.8933333333333333
3040,you in the,92,0.8932038834951457
3041,not sure if,100,0.8928571428571429
3042,is when you,100,0.8928571428571429
3043,do not talk,75,0.8928571428571429
3044,is because they,50,0.8928571428571429
3045,i hope you,50,0.8928571428571429
3046,what happened to,233,0.89272030651341
3047,i have the,108,0.8925619834710744
3048,but when i,166,0.8924731182795699
3049,the one with,58,0.8923076923076924
3050,do not understand,230,0.8914728682170543
3051,the other to,41,0.8913043478260869
3052,the door open,41,0.8913043478260869
3053,im tired of,41,0.8913043478260869
3054,a cure for,41,0.8913043478260869
3055,out it is,41,0.8913043478260869
3056,not the answer,41,0.8913043478260869
3057,you are not,475,0.8911819887429644
3058,i was just,139,0.8910256410256411
3059,go for a,49,0.8909090909090909
3060,will never get,49,0.8909090909090909
3061,do not say,57,0.890625
3062,they were both,57,0.890625
3063,wanted me to,57,0.890625
3064,so hard to,65,0.8904109589041096
3065,sit in the,65,0.8904109589041096
3066,i can get,65,0.8904109589041096
3067,you should have,81,0.8901098901098901
3068,i have decided,81,0.8901098901098901
3069,used to have,81,0.8901098901098901
3070,i was like,121,0.8897058823529411
3071,know what they,121,0.8897058823529411
3072,do not let,121,0.8897058823529411
3073,the definition of,145,0.8895705521472392
3074,man and a,120,0.8888888888888888
3075,if you get,80,0.8888888888888888
3076,and she said,80,0.8888888888888888
3077,i was thinking,64,0.8888888888888888
3078,on a plane,64,0.8888888888888888
3079,not the right,56,0.8888888888888888
3080,will not stop,56,0.8888888888888888
3081,not find a,56,0.8888888888888888
3082,in your life,48,0.8888888888888888
3083,to get married,48,0.8888888888888888
3084,i could be,48,0.8888888888888888
3085,to get me,48,0.8888888888888888
3086,i mean i,40,0.8888888888888888
3087,for no reason,40,0.8888888888888888
3088,he said no,40,0.8888888888888888
3089,said she wanted,40,0.8888888888888888
3090,i had to,420,0.8879492600422833
3091,how to get,87,0.8877551020408163
3092,can not stop,71,0.8875
3093,of your life,63,0.8873239436619719
3094,you are in,244,0.8872727272727273
3095,just can not,110,0.8870967741935484
3096,fell out of,55,0.8870967741935484
3097,they told me,55,0.8870967741935484
3098,a bucket of,55,0.8870967741935484
3099,on the moon,141,0.8867924528301887
3100,thought i would,94,0.8867924528301887
3101,no i do,47,0.8867924528301887
3102,it makes me,47,0.8867924528301887
3103,people who say,47,0.8867924528301887
3104,me to go,47,0.8867924528301887
3105,a baby in,47,0.8867924528301887
3106,him for a,47,0.8867924528301887
3107,has the most,39,0.8863636363636364
3108,i have found,39,0.8863636363636364
3109,some of you,39,0.8863636363636364
3110,there are three,70,0.8860759493670886
3111,in common with,124,0.8857142857142857
3112,what am i,62,0.8857142857142857
3113,get to the,333,0.8856382978723404
3114,you do not,1252,0.8854314002828855
3115,a book about,85,0.8854166666666666
3116,the other side,292,0.8848484848484849
3117,out of it,169,0.8848167539267016
3118,those who do,138,0.8846153846153846
3119,on his face,46,0.8846153846153846
3120,welcome to the,46,0.8846153846153846
3121,because he is,329,0.8844086021505376
3122,i said that,61,0.8840579710144928
3123,does that mean,76,0.8837209302325582
3124,sound like a,38,0.8837209302325582
3125,you have had,38,0.8837209302325582
3126,it in my,38,0.8837209302325582
3127,i realized that,38,0.8837209302325582
3128,told me it,38,0.8837209302325582
3129,not work out,38,0.8837209302325582
3130,soon as i,38,0.8837209302325582
3131,are you going,91,0.883495145631068
3132,who can not,159,0.8833333333333333
3133,is there a,106,0.8833333333333333
3134,can not help,53,0.8833333333333333
3135,when i go,53,0.8833333333333333
3136,i know this,53,0.8833333333333333
3137,not wait to,98,0.8828828828828829
3138,you know the,165,0.8823529411764706
3139,the first one,105,0.8823529411764706
3140,if i do,75,0.8823529411764706
3141,looks at the,60,0.8823529411764706
3142,im just a,45,0.8823529411764706
3143,who do you,45,0.8823529411764706
3144,an old lady,45,0.8823529411764706
3145,but then it,45,0.8823529411764706
3146,i do not,4420,0.8818834796488427
3147,if you had,82,0.8817204301075269
3148,you need a,82,0.8817204301075269
3149,are having a,67,0.881578947368421
3150,i know what,89,0.8811881188118812
3151,i was so,89,0.8811881188118812
3152,not give a,111,0.8809523809523809
3153,you can just,37,0.8809523809523809
3154,sitting next to,37,0.8809523809523809
3155,a slice of,37,0.8809523809523809
3156,you were not,37,0.8809523809523809
3157,we are both,37,0.8809523809523809
3158,had a bad,37,0.8809523809523809
3159,know there is,37,0.8809523809523809
3160,of people in,295,0.8805970149253731
3161,i have to,442,0.8804780876494024
3162,difference between the,110,0.88
3163,every time he,44,0.88
3164,call it the,73,0.8795180722891566
3165,when you go,73,0.8795180722891566
3166,i have ever,204,0.8793103448275862
3167,back in time,51,0.8793103448275862
3168,have such a,51,0.8793103448275862
3169,a car accident,51,0.8793103448275862
3170,gave it to,51,0.8793103448275862
3171,because i can,51,0.8793103448275862
3172,me and said,58,0.8787878787878788
3173,have so much,58,0.8787878787878788
3174,know it is,159,0.8784530386740331
3175,know what it,65,0.8783783783783784
3176,because he did,65,0.8783783783783784
3177,he is always,65,0.8783783783783784
3178,if i were,101,0.8782608695652174
3179,you can only,72,0.8780487804878049
3180,she is got,36,0.8780487804878049
3181,will do it,36,0.8780487804878049
3182,the time you,36,0.8780487804878049
3183,told him it,36,0.8780487804878049
3184,fell in the,36,0.8780487804878049
3185,but im not,79,0.8777777777777778
3186,you can not,1091,0.8777152051488335
3187,rest of my,43,0.8775510204081632
3188,say about the,43,0.8775510204081632
3189,because they will,43,0.8775510204081632
3190,now she is,43,0.8775510204081632
3191,a fight with,50,0.8771929824561403
3192,do not mind,50,0.8771929824561403
3193,out of here,50,0.8771929824561403
3194,im going to,664,0.8771466314398944
3195,but you can,157,0.8770949720670391
3196,not even have,57,0.8769230769230769
3197,in the sea,57,0.8769230769230769
3198,go to the,561,0.8765625
3199,is having a,71,0.8765432098765432
3200,can not make,85,0.8762886597938144
3201,the last thing,134,0.8758169934640523
3202,im not sure,211,0.8755186721991701
3203,not go to,84,0.875
3204,when he got,84,0.875
3205,told him to,77,0.875
3206,they are really,56,0.875
3207,have just been,49,0.875
3208,it was called,42,0.875
3209,to my house,42,0.875
3210,that if i,35,0.875
3211,feel sorry for,35,0.875
3212,down on a,35,0.875
3213,look in the,35,0.875
3214,when i was,482,0.8747731397459165
3215,i can see,118,0.8740740740740741
3216,so you can,97,0.8738738738738738
3217,you should not,97,0.8738738738738738
3218,when you see,90,0.8737864077669902
3219,you know it,83,0.8736842105263158
3220,put it on,76,0.8735632183908046
3221,is not that,145,0.8734939759036144
3222,to tell you,138,0.8734177215189873
3223,on the wrong,69,0.8734177215189873
3224,are at a,55,0.873015873015873
3225,asking for a,55,0.873015873015873
3226,is that i,55,0.873015873015873
3227,long as you,48,0.8727272727272727
3228,can not have,89,0.8725490196078431
3229,was at a,41,0.8723404255319149
3230,do not know,1651,0.8721605916534602
3231,me that i,75,0.872093023255814
3232,on the bus,75,0.872093023255814
3233,man with a,136,0.8717948717948718
3234,do not look,68,0.8717948717948718
3235,not like to,68,0.8717948717948718
3236,you think you,95,0.8715596330275229
3237,so i will,54,0.8709677419354839
3238,and asked for,54,0.8709677419354839
3239,and those who,182,0.8708133971291866
3240,and a woman,74,0.8705882352941177
3241,can not take,94,0.8703703703703703
3242,is a shame,47,0.8703703703703703
3243,by a car,47,0.8703703703703703
3244,with a woman,47,0.8703703703703703
3245,someone with a,47,0.8703703703703703
3246,in the park,67,0.8701298701298701
3247,but i did,87,0.87
3248,could not see,60,0.8695652173913043
3249,you you are,40,0.8695652173913043
3250,and won a,40,0.8695652173913043
3251,on the beach,73,0.8690476190476191
3252,is it a,73,0.8690476190476191
3253,before it was,159,0.8688524590163934
3254,ran out of,86,0.8686868686868687
3255,they are all,191,0.8681818181818182
3256,if you think,92,0.8679245283018868
3257,me but i,46,0.8679245283018868
3258,at a restaurant,46,0.8679245283018868
3259,would not let,46,0.8679245283018868
3260,i have been,794,0.8677595628415301
3261,life is a,59,0.8676470588235294
3262,attacked by a,59,0.8676470588235294
3263,this morning and,59,0.8676470588235294
3264,a can of,59,0.8676470588235294
3265,it is ok,85,0.8673469387755102
3266,i would like,483,0.8671454219030521
3267,because they have,163,0.8670212765957447
3268,i feel like,221,0.8666666666666667
3269,can not tell,91,0.8666666666666667
3270,people who can,52,0.8666666666666667
3271,look for the,39,0.8666666666666667
3272,used to say,39,0.8666666666666667
3273,not mean to,39,0.8666666666666667
3274,know i have,39,0.8666666666666667
3275,think she is,39,0.8666666666666667
3276,in high school,97,0.8660714285714286
3277,i just do,97,0.8660714285714286
3278,you have a,420,0.865979381443299
3279,and now it,45,0.8653846153846154
3280,can not get,205,0.8649789029535865
3281,think i have,96,0.8648648648648649
3282,is full of,102,0.864406779661017
3283,job as a,102,0.864406779661017
3284,on the door,51,0.864406779661017
3285,you will not,172,0.864321608040201
3286,i was a,361,0.8636363636363636
3287,said you are,57,0.8636363636363636
3288,girl in the,38,0.8636363636363636
3289,most of my,38,0.8636363636363636
3290,call of duty,38,0.8636363636363636
3291,will be like,38,0.8636363636363636
3292,after a while,38,0.8636363636363636
3293,have not heard,38,0.8636363636363636
3294,if you ask,38,0.8636363636363636
3295,you going to,82,0.8631578947368421
3296,is the most,454,0.8631178707224335
3297,going to a,63,0.863013698630137
3298,not believe it,63,0.863013698630137
3299,but i still,63,0.863013698630137
3300,to kill a,44,0.8627450980392157
3301,in a relationship,44,0.8627450980392157
3302,while i was,69,0.8625
3303,man in a,69,0.8625
3304,friend of mine,94,0.8623853211009175
3305,i think of,50,0.8620689655172413
3306,but i have,293,0.861764705882353
3307,you would not,81,0.8617021276595744
3308,i am the,81,0.8617021276595744
3309,but can not,87,0.8613861386138614
3310,how do we,62,0.8611111111111112
3311,he was too,62,0.8611111111111112
3312,are about to,62,0.8611111111111112
3313,if you do,347,0.8610421836228288
3314,that can not,99,0.8608695652173913
3315,i will get,68,0.8607594936708861
3316,because it has,68,0.8607594936708861
3317,not know where,74,0.8604651162790697
3318,thought she was,37,0.8604651162790697
3319,because of my,37,0.8604651162790697
3320,still can not,37,0.8604651162790697
3321,holes in the,37,0.8604651162790697
3322,he was caught,43,0.86
3323,would be like,43,0.86
3324,i will be,411,0.8598326359832636
3325,sense of humor,92,0.8598130841121495
3326,it is pretty,92,0.8598130841121495
3327,up to me,98,0.8596491228070176
3328,going to start,49,0.8596491228070176
3329,doctor is office,49,0.8596491228070176
3330,i told them,55,0.859375
3331,not sure how,55,0.859375
3332,feel like i,55,0.859375
3333,when i asked,55,0.859375
3334,i would rather,116,0.8592592592592593
3335,does not like,116,0.8592592592592593
3336,i thought i,183,0.8591549295774648
3337,at me and,61,0.8591549295774648
3338,you had to,61,0.8591549295774648
3339,went to the,413,0.8586278586278586
3340,is the new,85,0.8585858585858586
3341,will tell you,163,0.8578947368421053
3342,for an hour,78,0.8571428571428571
3343,went on a,72,0.8571428571428571
3344,a man on,66,0.8571428571428571
3345,do not pay,48,0.8571428571428571
3346,on a boat,48,0.8571428571428571
3347,is where i,42,0.8571428571428571
3348,on the train,42,0.8571428571428571
3349,get a job,42,0.8571428571428571
3350,unless it is,42,0.8571428571428571
3351,will never know,42,0.8571428571428571
3352,is a bad,42,0.8571428571428571
3353,he found out,42,0.8571428571428571
3354,not tell you,42,0.8571428571428571
3355,at least they,36,0.8571428571428571
3356,like everyone else,36,0.8571428571428571
3357,the girl who,36,0.8571428571428571
3358,a women is,36,0.8571428571428571
3359,a new car,36,0.8571428571428571
3360,such thing as,36,0.8571428571428571
3361,do not we,36,0.8571428571428571
3362,back to me,36,0.8571428571428571
3363,and you are,173,0.8564356435643564
3364,have no idea,149,0.8563218390804598
3365,if you are,882,0.8563106796116505
3366,way to get,107,0.856
3367,me and i,83,0.8556701030927835
3368,you see the,65,0.8552631578947368
3369,and i will,189,0.8552036199095022
3370,at him and,59,0.855072463768116
3371,because it is,619,0.8549723756906077
3372,say it was,53,0.8548387096774194
3373,on fire and,47,0.8545454545454545
3374,and then it,47,0.8545454545454545
3375,and i said,88,0.8543689320388349
3376,home from work,41,0.8541666666666666
3377,sorry for the,41,0.8541666666666666
3378,me out of,41,0.8541666666666666
3379,the problem with,76,0.8539325842696629
3380,you will get,76,0.8539325842696629
3381,no idea what,70,0.8536585365853658
3382,are afraid of,35,0.8536585365853658
3383,there was only,35,0.8536585365853658
3384,for a double,35,0.8536585365853658
3385,realized it was,35,0.8536585365853658
3386,so do not,35,0.8536585365853658
3387,not take a,64,0.8533333333333334
3388,they are just,87,0.8529411764705882
3389,sure it is,58,0.8529411764705882
3390,to a man,58,0.8529411764705882
3391,you have been,104,0.8524590163934426
3392,to wake up,52,0.8524590163934426
3393,i tell you,52,0.8524590163934426
3394,him if he,52,0.8524590163934426
3395,must have been,98,0.8521739130434782
3396,go to a,121,0.852112676056338
3397,i was on,69,0.8518518518518519
3398,no one wants,46,0.8518518518518519
3399,the english language,46,0.8518518518518519
3400,the more you,46,0.8518518518518519
3401,i wanted to,362,0.851764705882353
3402,she can not,86,0.8514851485148515
3403,for a living,63,0.8513513513513513
3404,know what is,143,0.8511904761904762
3405,they will just,40,0.851063829787234
3406,a new one,40,0.851063829787234
3407,and now he,40,0.851063829787234
3408,because it was,291,0.8508771929824561
3409,used to be,325,0.8507853403141361
3410,can see the,57,0.8507462686567164
3411,of course i,57,0.8507462686567164
3412,i would love,74,0.8505747126436781
3413,it is like,324,0.8503937007874016
3414,i have never,409,0.8503118503118503
3415,because he had,85,0.85
3416,is how i,51,0.85
3417,like it is,96,0.8495575221238938
3418,look like a,124,0.8493150684931506
3419,looks like a,107,0.8492063492063492
3420,not think you,45,0.8490566037735849
3421,a load of,45,0.8490566037735849
3422,women is rights,45,0.8490566037735849
3423,is the one,118,0.8489208633093526
3424,black and white,112,0.8484848484848485
3425,is got a,56,0.8484848484848485
3426,i am a,190,0.8482142857142857
3427,me on the,67,0.8481012658227848
3428,but i know,67,0.8481012658227848
3429,head with a,39,0.8478260869565217
3430,a young boy,39,0.8478260869565217
3431,to me in,39,0.8478260869565217
3432,what you think,39,0.8478260869565217
3433,out with a,167,0.8477157360406091
3434,do you think,295,0.8477011494252874
3435,get out of,256,0.847682119205298
3436,a picture of,217,0.84765625
3437,have got a,228,0.8475836431226765
3438,that is how,139,0.8475609756097561
3439,have to stop,50,0.847457627118644
3440,they can not,355,0.847255369928401
